,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002603,15963,300021072,石家庄以岭药业股份有限公司,002603.XSHE,2015-12-31,年度分红,2016-03-31,10派1元(含税),2016-04-22,10派1元(含税),2016-06-02,10派1元(含税),112779.36,1.0,1.0,11277.936000000002,2016-06-13,2016-06-14,2016-06-14,112779.36,313002,实施方案
600026,23247,420600026,中远海运能源运输股份有限公司,600026.XSHG,2015-12-31,年度分红,2016-03-30,10派1元(含税),2016-05-21,10派1元(含税),2016-06-03,10派1元(含税),403203.2861,1.0,1.0,40320.3286,2016-06-13,2016-06-14,2016-06-14,403203.2861,313002,实施方案
601179,8429,300010350,中国西电电气股份有限公司,601179.XSHG,2015-12-31,年度分红,2016-03-31,10派1.4元(含税),2016-04-27,10派1.4元(含税),2016-06-03,10派1.4元(含税),512588.2352,1.4,1.4,71762.3529,2016-06-13,2016-06-14,2016-06-14,512588.2352,313002,实施方案
