,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600395,35130,420600395,贵州盘江精煤股份有限公司,600395.XSHG,2010-12-31,年度分红,2011-04-23,10派8.5元(含税),110336.7907,2011-05-31,10派8.5元(含税),110336.7907,2011-07-12,10派8.5元(含税),110336.7907,8.5,93786.2721,2011-07-15,2011-07-18,2011-07-22,110336.7907,313002,实施方案
600498,37251,420600498,烽火通信科技股份有限公司,600498.XSHG,2010-12-31,年度分红,2011-04-23,10派2元(含税),44233.6125,2011-05-28,10派2元(含税),44233.6125,2011-07-12,10派2元(含税),44233.6125,2.0,8846.7225,2011-07-15,2011-07-18,2011-07-22,44233.6125,313002,实施方案
600690,132774,420600690,青岛海尔股份有限公司,600690.XSHG,2010-12-31,年度分红,2011-03-31,10转增10股派1元(含税),133996.177,2011-06-30,10转增10股派1元(含税),133996.177,2011-07-12,10转增10股派1元(含税),133996.177,1.0,13399.6177,2011-07-15,2011-07-18,2011-07-22,133996.177,313002,实施方案
600754,135396,420600754,上海锦江国际酒店发展股份有限公司,600754.XSHG,2010-12-31,年度分红,2011-03-29,10派3.8元(含税),60324.074,2011-05-27,10派3.8元(含税),60324.074,2011-07-05,10派3.8元(含税),60324.074,3.8,22923.1481,2011-07-08,2011-07-11,2011-07-22,60324.074,313002,实施方案
601186,4675,300004347,中国铁建股份有限公司,601186.XSHG,2010-12-31,年度分红,2011-03-31,10派0.5元(含税),1233754.15,2011-06-01,10派0.5元(含税),1233754.15,2011-07-11,10派0.5元(含税),1233754.15,0.5,61687.7075,2011-07-15,2011-07-18,2011-07-22,1233754.15,313002,实施方案
