,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000031.XSHE,430000031,中粮地产(集团)股份有限公司,000031.XSHE,2011-12-31,年度分红,2012-03-30,10派0.3元(含税),181373.1596,2012-04-24,10派0.3元(含税),181373.1596,2012-06-12,10派0.3元(含税),181373.1596,0.3,5441.1948,2012-06-18,2012-06-19,2012-06-19,181373.1596,313002,实施方案
000527.XSHE,430000527,广东美的电器股份有限公司,000527.XSHE,2011-12-31,年度分红,2012-03-10,10派4.5元(含税),338434.765,2012-04-24,10派4.5元(含税),338434.765,2012-06-13,10派4.5元(含税),338434.765,4.5,152295.6443,2012-06-18,2012-06-19,2012-06-19,338434.765,313002,实施方案
002051.XSHE,430002051,中工国际工程股份有限公司,002051.XSHE,2011-12-31,年度分红,2012-03-31,10送3股派3.5元(含税),44070.0,2012-04-26,10送3股派3.5元(含税),44070.0,2012-06-11,10送3股派3.5元(含税),44070.0,3.5,15424.5,2012-06-18,2012-06-19,2012-06-19,44070.0,313002,实施方案
600867.XSHG,420600867,通化东宝药业股份有限公司,600867.XSHG,2011-12-31,年度分红,2012-04-18,10派2元(含税),77621.2521,2012-05-10,10派2元(含税),77621.2521,2012-06-08,10派2元(含税),77621.2521,2.0,15524.2504,2012-06-13,2012-06-14,2012-06-19,77621.2521,313002,实施方案
601258.XSHG,300019227,庞大汽贸集团股份有限公司,601258.XSHG,2011-12-31,年度分红,2012-04-12,10派0.3元(含税),262150.0,2012-05-22,10派0.3元(含税),262150.0,2012-06-07,10派0.3元(含税),262150.0,0.3,7864.5,2012-06-12,2012-06-13,2012-06-19,262150.0,313002,实施方案
601628.XSHG,300001881,中国人寿保险股份有限公司,601628.XSHG,2011-12-31,年度分红,2012-03-27,10派2.3元(含税),2826470.5,2012-05-23,10派2.3元(含税),2826470.5,2012-05-31,10派2.3元(含税),2826470.5,2.3,650088.215,2012-06-07,2012-06-08,2012-06-19,2826470.5,313002,实施方案
