,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
002673.XSHE,460000644,西部证券股份有限公司,002673.XSHE,2012-06-30,中期分红,2012-08-07,10派4.50元（含税）,120000.0,2012-10-24,10派4.50元（含税）,120000.0,2012-12-04,10派4.50元（含税）,120000.0,4.5,4.05,54000.0,2012-12-10,2012-12-11,2012-12-11,120000.0,2012-09-21：公司利润分配方案由不分配不转增变更为以2012年6月30日总股本12亿股为基数，向全体股东每10股派发现金红利4.50元（含税）,313002,实施方案
