,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600837.XSHG,420600837,海通证券股份有限公司,600837.XSHG,2016-12-31,年度分红,2017-03-30,10派2.2元(含税),1150170.0,2017-06-07,10派2.2元(含税),1150170.0,2017-07-20,10派2.2元(含税),1150170.0,2.2,2.2,253037.4,2017-07-26,2017-07-27,2017-07-27,1150170.0,313002,实施方案
601985.XSHG,300022188,中国核能电力股份有限公司,601985.XSHG,2016-12-31,年度分红,2017-04-27,10派1.1元(含税),1556543.0,2017-06-10,10派1.1元(含税),1556543.0,2017-07-21,10派1.1元(含税),1556543.0,1.1,1.1,171219.73,2017-07-26,2017-07-27,2017-07-27,1556543.0,313002,实施方案
