,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002468.XSHE,300014251,申通快递股份有限公司,002468.XSHE,2011-12-31,年度分红,2012-03-22,10转增2股派2.5元(含税),19200.0,2012-04-14,10转增2股派2.5元(含税),19200.0,2012-04-17,10转增2股派2.5元(含税),19200.0,2.5,4800.0,2012-04-23,2012-04-24,2012-04-24,19200.0,313002,实施方案
600317.XSHG,420600317,营口港务股份有限公司,600317.XSHG,2011-12-31,年度分红,2012-01-20,10派0.5元(含税),109757.1626,2012-02-25,10派0.5元(含税),109757.1626,2012-04-13,10派0.5元(含税),109757.1626,0.5,5487.8581,2012-04-18,2012-04-19,2012-04-24,109757.1626,313002,实施方案
