,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000568.XSHE,430000568,泸州老窖股份有限公司,000568.XSHE,2014-12-31,年度分红,2015-03-31,10派8元(含税),140225.2476,2015-07-01,10派8元(含税),140225.2476,2015-08-14,10派8元(含税),140225.2476,8.0,7.6,112180.1981,2015-08-20,2015-08-21,2015-08-21,140225.2476,313002,实施方案
600372.XSHG,420600372,中航航空电子系统股份有限公司,600372.XSHG,2014-12-31,年度分红,2015-03-31,10派0.5元(含税),175916.2938,2015-06-26,10派0.5元(含税),175916.2938,2015-08-13,10派0.5元(含税),175916.2938,0.5,0.475,8795.8147,2015-08-20,2015-08-21,2015-08-21,175916.2938,313002,实施方案
601991.XSHG,300001601,大唐国际发电股份有限公司,601991.XSHG,2014-12-31,年度分红,2015-03-19,10派1.3元(含税),1331003.7578,2015-06-26,10派1.3元(含税),1331003.7578,2015-08-14,10派1.3元(含税),1331003.7578,1.3,1.235,173030.4885,2015-08-20,2015-08-21,2015-08-21,1331003.7578,313002,实施方案
