,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000338,2470,300002961,潍柴动力股份有限公司,000338.XSHE,2015-06-30,中期分红,2015-08-28,10派1元(含税),399861.9278,2015-10-14,10派1元(含税),399861.9278,1.0,1.0,39986.1928,2015-10-19,2015-10-20,2015-10-20,399861.9278,313002,实施方案
