,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
600028.XSHG,420600028,中国石油化工股份有限公司,600028.XSHG,2011-06-30,中期分红,2011-08-29,10派1元(含税),2011-09-13,10派1元(含税),8670252.7774,1.0,867025.2777,2011-09-16,2011-09-19,2011-09-28,8670252.7774,2011-8-29:以2011年9月16日的总股数为基准派发。,313002,实施方案
