,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002129,2225,300002703,天津中环半导体股份有限公司,002129.XSHE,2015-12-31,年度分红,2016-04-26,10派0.2元(含税),264423.6466,2016-06-13,10派0.2元(含税),264423.6466,2016-06-29,10派0.2元(含税),264423.6466,0.2,0.2,5288.4729,2016-07-04,2016-07-05,2016-07-05,264423.6466,313002,实施方案
600886,140787,420600886,国投电力控股股份有限公司,600886.XSHG,2015-12-31,年度分红,2016-04-08,10派2.7993元(含税),678602.3347,2016-05-07,10派2.7993元(含税),678602.3347,2016-06-29,10派2.7993元(含税),678602.3347,2.7993,2.7993,189961.1516,2016-07-04,2016-07-05,2016-07-05,678602.3347,313002,实施方案
601318,1962,300002221,中国平安保险(集团)股份有限公司,601318.XSHG,2015-12-31,年度分红,2016-03-16,10派3.5元(含税),1828024.1409999998,2016-06-16,10派3.5元(含税),1828024.1409999998,2016-06-28,10派3.5元(含税),1828024.1409999998,3.5,3.5,639808.4494,2016-07-04,2016-07-05,2016-07-05,1828024.1409999998,313002,实施方案
