,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002555.XSHE,300018279,芜湖顺荣三七互娱网络科技股份有限公司,002555.XSHE,2013-12-31,年度分红,2014-01-28,10派2元(含税),13400.0,2014-03-31,10派2元(含税),13400.0,2014-04-11,10派2元(含税),13400.0,2.0,1.9,2680.0,2014-04-17,2014-04-18,2014-04-18,13400.0,313002,实施方案
601933.XSHG,300016367,永辉超市股份有限公司,601933.XSHG,2013-12-31,年度分红,2014-02-28,10转增10股派2元(含税),162721.782,2014-03-22,10转增10股派2元(含税),162721.782,2014-04-05,10转增10股派2元(含税),162721.782,2.0,1.9,32544.3564,2014-04-11,2014-04-14,2014-04-18,162721.782,313002,实施方案
