,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,dividend_arrival_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,plan_progress_code,plan_progress
300059,8560,300010488,东方财富信息股份有限公司,300059.XSHE,2014-12-31,年度分红,2015-02-14,10送2转增2股派0.6元(含税),120960.0,2015-03-07,10送2转增2股派0.6元(含税),120960.0,2015-03-14,10送2转增2股派0.6元(含税),120960.0,2.0,2.0,0.6,0.47,24192.0,24192.0,7257.6,2015-03-19,2015-03-20,2015-03-20,2015-03-20,120960.0,169344.0,91875.3663,128625.5129,新增股份上市日因公司停牌未维护,2015-03-20,313002,实施方案
