,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
002601,15874,300020849,龙蟒佰利联集团股份有限公司,002601.XSHE,2017-06-30,中期分红,2017-08-29,10派5元(含税),199785.569,2017-10-19,10派5元(含税),199785.569,2017-12-01,10派5元(含税),199785.569,5.0,5.0,99892.7845,2017-12-06,2017-12-07,2017-12-07,199785.569,2017-12-01：公司已回购公司股份34239749股用于实施员工持股计划，该部分股份不参与本次利润分配。,313002,实施方案
