,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000651,152230,430000651,珠海格力电器股份有限公司,000651.XSHE,2015-12-31,年度分红,2016-04-29,10派15元(含税),601573.0878,2016-05-20,10派15元(含税),601573.0878,2016-07-01,10派15元(含税),601573.0878,15.0,15.0,902359.6317,2016-07-06,2016-07-07,2016-07-07,601573.0878,313002,实施方案
000738,155198,430000738,中国航发动力控制股份有限公司,000738.XSHE,2015-12-31,年度分红,2016-04-19,10派0.2元(含税),114564.2349,2016-05-11,10派0.2元(含税),114564.2349,2016-07-02,10派0.2元(含税),114564.2349,0.2,0.2,2291.2847,2016-07-06,2016-07-07,2016-07-07,114564.2349,313002,实施方案
000869,158634,430000869,烟台张裕葡萄酿酒股份有限公司,000869.XSHE,2015-12-31,年度分红,2016-04-29,10派5元(含税),68546.4,2016-05-27,10派5元(含税),68546.4,2016-07-01,10派5元(含税),68546.4,5.0,5.0,34273.2,2016-07-06,2016-07-07,2016-07-07,68546.4,313002,实施方案
000938,160693,430000938,紫光股份有限公司,000938.XSHE,2015-12-31,年度分红,2016-04-30,10派0.2元(含税),104230.3162,2016-05-24,10派0.2元(含税),104230.3162,2016-06-30,10派0.2元(含税),104230.3162,0.2,0.2,2084.6063,2016-07-06,2016-07-07,2016-07-07,104230.3162,313002,实施方案
600100,25629,420600100,同方股份有限公司,600100.XSHG,2015-12-31,年度分红,2016-04-20,10派1.3元(含税),296389.8951,2016-05-12,10派1.3元(含税),296389.8951,2016-06-29,10派1.3元(含税),296389.8951,1.3,1.3,38530.6864,2016-07-06,2016-07-07,2016-07-07,296389.8951,313002,实施方案
600166,27916,420600166,北汽福田汽车股份有限公司,600166.XSHG,2015-12-31,年度分红,2016-04-16,10派0.37元(含税),333506.5645,2016-05-27,10送3转增7股派0.37元（含税）,333506.5645,2016-07-01,10送3转增7股派0.37元（含税）,333506.5645,0.37,0.37,12339.7429,2016-07-06,2016-07-07,2016-07-07,333506.5645,313002,实施方案
600315,32816,420600315,上海家化联合股份有限公司,600315.XSHG,2015-12-31,年度分红,2016-03-11,10派9.9元(含税),67403.2111,2016-06-25,10派9.9元(含税),67403.2111,2016-07-01,10派9.9元(含税),67403.2111,9.9,9.9,66729.179,2016-07-06,2016-07-07,2016-07-07,67403.2111,313002,实施方案
600804,137372,420600804,鹏博士电信传媒集团股份有限公司,600804.XSHG,2015-12-31,年度分红,2016-04-22,10派1.6元(含税),141358.1819,2016-05-13,10派1.6元(含税),141358.1819,2016-06-29,10派1.6元(含税),141358.1819,1.6,1.6,22617.3091,2016-07-06,2016-07-07,2016-07-07,141358.1819,313002,实施方案
601006,187,300000261,大秦铁路股份有限公司,601006.XSHG,2015-12-31,年度分红,2016-04-28,10派4.5元(含税),1486679.1491,2016-05-26,10派4.5元(含税),1486679.1491,2016-06-30,10派4.5元(含税),1486679.1491,4.5,4.5,669005.6171,2016-07-06,2016-07-07,2016-07-07,1486679.1491,313002,实施方案
601288,164302,450000020,中国农业银行股份有限公司,601288.XSHG,2015-12-31,年度分红,2016-04-01,10派1.668元(含税),32479411.7,2016-06-28,10派1.668元(含税),32479411.7,2016-06-30,10派1.668元(含税),32479411.7,1.6680000000000001,1.6680000000000001,5417565.8716,2016-07-06,2016-07-07,2016-07-07,32479411.7,313002,实施方案
601718,11628,300013870,际华集团股份有限公司,601718.XSHG,2015-12-31,年度分红,2016-04-19,10派0.46元(含税),385700.0,2016-05-18,10派0.46元(含税),385700.0,2016-06-30,10派0.46元(含税),385700.0,0.46,0.46,17742.2,2016-07-06,2016-07-07,2016-07-07,385700.0,313002,实施方案
