,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000581.XSHE,430000581,无锡威孚高科技集团股份有限公司,000581.XSHE,2016-12-31,年度分红,2017-04-18,10派6元(含税),2017-05-20,10派6元(含税),2017-06-27,10派6元(含税),100895.05699999999,6.0,6.0,60537.0342,2017-07-04,2017-07-05,2017-07-05,100895.05699999999,313002,实施方案
000651.XSHE,430000651,珠海格力电器股份有限公司,000651.XSHE,2016-12-31,年度分红,2017-04-27,10派18元(含税),2017-05-19,10派18元(含税),2017-06-29,10派18元(含税),601573.0878,18.0,18.0,1082831.558,2017-07-04,2017-07-05,2017-07-05,601573.0878,313002,实施方案
000776.XSHE,430000776,广发证券股份有限公司,000776.XSHE,2016-12-31,年度分红,2017-03-25,10派3.5元(含税),2017-05-11,10派3.5元(含税),2017-06-27,10派3.5元(含税),591929.1464,3.5,3.5,207175.2012,2017-07-04,2017-07-05,2017-07-05,591929.1464,313002,实施方案
002038.XSHE,430002038,北京双鹭药业股份有限公司,002038.XSHE,2016-12-31,年度分红,2017-04-28,10派2元(含税),2017-05-25,10派2元(含税),2017-06-28,10派2元(含税),68490.0,2.0,2.0,13698.0,2017-07-04,2017-07-05,2017-07-05,68490.0,313002,实施方案
600219.XSHG,420600219,山东南山铝业股份有限公司,600219.XSHG,2016-12-31,年度分红,2017-04-20,10派0.5元(含税),2017-05-11,10派0.5元(含税),2017-06-29,10派0.5元(含税),925110.2895,0.5,0.5,46255.5145,2017-07-04,2017-07-05,2017-07-05,925110.2895,313002,实施方案
600489.XSHG,420600489,中金黄金股份有限公司,600489.XSHG,2016-12-31,年度分红,2017-04-27,10派0.35元(含税),2017-06-15,10派0.35元(含税),2017-06-29,10派0.35元(含税),345113.7189,0.35,0.35,12078.9802,2017-07-04,2017-07-05,2017-07-05,345113.7189,313002,实施方案
601818.XSHG,300006246,中国光大银行股份有限公司,601818.XSHG,2016-12-31,年度分红,2017-03-31,10派0.98元(含税),2017-06-21,10派0.98元(含税),2017-06-28,10派0.98元(含税),4667909.5,0.98,0.98,457455.131,2017-07-04,2017-07-05,2017-07-05,4667909.5,313002,实施方案
