,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
002601.XSHE,300020849,龙蟒佰利联集团股份有限公司,002601.XSHE,2018-06-30,中期分红,2018-08-21,10派6.5元(含税),203202.0889,2018-09-06,10派6.5元(含税),203202.0889,2018-10-17,10派6.540279元(含税),201950.6427,6.5403,6.5403,132081.3547,2018-10-24,2018-10-25,2018-10-25,203202.0889,"2018-10-17：扣除公司回购专用证券账户回购的公司股份12,514,462股",313002,实施方案
