,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000690.XSHE,430000690,广东宝丽华新能源股份有限公司,000690.XSHE,2011-12-31,年度分红,2012-02-25,10派0.55元(含税),172661.25,2012-03-27,10派0.55元(含税),172661.25,2012-03-31,10派0.55元(含税),172661.25,0.55,9496.3688,2012-04-10,2012-04-11,2012-04-11,172661.25,313002,实施方案
300059.XSHE,300010488,东方财富信息股份有限公司,300059.XSHE,2011-12-31,年度分红,2012-02-28,10转增6股派1元(含税),21000.0,2012-03-20,10转增6股派1元(含税),21000.0,2012-03-31,10转增6股派1元(含税),21000.0,1.0,2100.0,2012-04-10,2012-04-11,2012-04-11,21000.0,313002,实施方案
600406.XSHG,420600406,国电南瑞科技股份有限公司,600406.XSHG,2011-12-31,年度分红,2012-02-02,10送4转增1股派1元(含税),105035.8858,2012-02-24,10送4转增1股派1元(含税),105035.8858,2012-03-27,10送4转增1股派1元(含税),105035.8858,1.0,10503.5886,2012-03-30,2012-04-05,2012-04-11,105035.8858,313002,实施方案
