,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002831,21634,300029473,深圳市裕同包装科技股份有限公司,002831.XSHE,2016-12-31,年度分红,2017-04-25,10派5元(含税),2017-05-17,10派5元(含税),2017-06-27,10派5元(含税),40001.0,5.0,5.0,20000.5,2017-06-30,2017-07-03,2017-07-03,40001.0,313002,实施方案
600026,23249,420600026,中远海运能源运输股份有限公司,600026.XSHG,2016-12-31,年度分红,2017-03-29,10派1.9元(含税),2017-06-09,10派1.9元(含税),2017-06-23,10派1.9元(含税),403203.2861,1.9,1.9,76608.6244,2017-06-30,2017-07-03,2017-07-03,403203.2861,313002,实施方案
