,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002092.XSHE,300001463,新疆中泰化学股份有限公司,002092.XSHE,2011-12-31,年度分红,2012-03-15,10派1元(含税),115434.0,2012-04-07,10派1元(含税),115434.0,2012-04-10,10派1元(含税),115434.0,1.0,11543.4,2012-04-17,2012-04-18,2012-04-18,115434.0,313002,实施方案
002405.XSHE,300012447,北京四维图新科技股份有限公司,002405.XSHE,2011-12-31,年度分红,2012-03-08,10转增2股派1.7元(含税),48027.5494,2012-03-30,10转增2股派1.7元(含税),48027.5494,2012-04-12,10转增2股派1.7元(含税),48027.5494,1.7,8164.6834,2012-04-17,2012-04-18,2012-04-18,48027.5494,313002,实施方案
