,name,long_rate,short_rate,trade_rate,settle_rate,close_rate
IF1712.CCFX,IF1712,0.15,0.15,2.3e-05,0.0001,30.0
IF1801.CCFX,IF1801,0.15,0.15,2.3e-05,0.0001,30.0
IF1803.CCFX,IF1803,0.15,0.15,2.3e-05,0.0001,30.0
IF1806.CCFX,IF1806,0.15,0.15,2.3e-05,0.0001,30.0
