,name,long_rate,short_rate,trade_rate,settle_rate,close_rate
IF1601.CCFX,IF1601,0.4,0.4,2.3e-05,0.0001,100.0
IF1602.CCFX,IF1602,0.4,0.4,2.3e-05,0.0001,100.0
IF1603.CCFX,IF1603,0.4,0.4,2.3e-05,0.0001,100.0
IF1606.CCFX,IF1606,0.4,0.4,2.3e-05,0.0001,100.0
