,name,long_rate,short_rate,trade_rate,settle_rate,close_rate
IF1812.CCFX,IF1812,0.1,0.1,2.3e-05,0.0001,20.0
IF1901.CCFX,IF1901,0.1,0.1,2.3e-05,0.0001,20.0
IF1903.CCFX,IF1903,0.1,0.1,2.3e-05,0.0001,20.0
IF1906.CCFX,IF1906,0.1,0.1,2.3e-05,0.0001,20.0
