,name,long_rate,short_rate,trade_rate,settle_rate,close_rate
IF1709.CCFX,IF1709,0.2,0.2,2.3e-05,0.0001,40.0
IF1710.CCFX,IF1710,0.2,0.2,2.3e-05,0.0001,40.0
IF1712.CCFX,IF1712,0.2,0.2,2.3e-05,0.0001,40.0
IF1803.CCFX,IF1803,0.2,0.2,2.3e-05,0.0001,40.0
