day,market_cap
2010-10-18,305.9062
2010-10-19,305.9062
2010-10-20,305.9062
2010-10-21,305.9062
2010-10-22,305.9062
2010-10-25,305.9062
2010-10-26,305.9062
2010-10-27,305.9062
2010-10-28,305.9062
2010-10-29,305.9062
2010-11-01,305.9062
2010-11-02,305.9062
2010-11-03,305.9062
2010-11-04,305.9062
2010-11-05,305.9062
2010-11-08,305.9062
2010-11-09,305.9062
2010-11-10,305.9062
2010-11-11,305.9062
2010-11-12,305.9062
2010-11-15,305.9062
2010-11-16,305.9062
2010-11-17,305.9062
2010-11-18,305.9062
2010-11-19,305.9062
2010-11-22,305.9062
2010-11-23,305.9062
2010-11-24,305.9062
2010-11-25,305.9062
2010-11-26,305.9062
2010-11-29,329.843
2010-11-30,329.843
2010-12-01,362.8091
2010-12-02,399.1082
2010-12-03,439.0433
2010-12-06,482.9779
2010-12-07,531.2757
2010-12-08,572.6046
2010-12-09,569.6352
2010-12-10,529.0335
2010-12-13,540.5475
2010-12-14,538.4265
2010-12-15,532.6695
2010-12-16,532.0029
2010-12-17,547.4558
2010-12-20,527.8822
2010-12-21,521.2162
2010-12-22,525.8824
2010-12-23,526.3066
2010-12-24,535.0935
2010-12-27,535.0935
2010-12-28,516.3077
2010-12-29,514.4897
2010-12-30,513.8837
2010-12-31,527.2156
2011-01-04,532.6695
2011-01-05,514.4897
2011-01-06,520.7919999999999
2011-01-07,521.8222
2011-01-10,509.2175
2011-01-11,513.2777
2011-01-12,509.6417
2011-01-13,512.5505
2011-01-14,519.7618
2011-01-17,512.0657
2011-01-18,513.2777
2011-01-19,518.065
2011-01-20,500.0064
2011-01-21,501.2184
2011-01-24,484.8565
2011-01-25,486.6139
2011-01-26,484.7959
2011-01-27,493.9464
2011-01-28,501.6426
2011-01-31,526.6096
2011-02-01,530.1849
2011-02-09,527.155
2011-02-10,526.6096
2011-02-11,525.4582
2011-02-14,521.095
2011-02-15,532.9119
2011-02-16,525.0946
2011-02-17,521.1556
2011-02-18,522.6706
2011-02-21,519.3982
2011-02-22,509.0357
2011-02-23,498.1278
2011-02-24,496.3704
2011-02-25,515.5805
2011-02-28,515.7017
2011-03-01,513.8837
2011-03-02,517.8832
2011-03-03,520.4284
2011-03-04,512.9747
2011-03-07,506.1269
2011-03-08,499.2186
2011-03-09,501.7638
2011-03-10,505.1573
2011-03-11,509.2175
2011-03-14,524.7916
2011-03-15,472.3124
2011-03-16,472.3124
2011-03-17,472.3124
2011-03-18,472.3124
2011-03-21,472.3124
2011-03-22,472.3124
2011-03-23,472.3124
2011-03-24,472.3124
2011-03-25,472.3124
2011-03-28,472.3124
2011-03-29,472.3124
2011-03-30,472.3124
2011-03-31,472.3124
2011-04-01,472.3124
2011-04-06,472.3124
2011-04-07,472.3124
2011-04-08,472.3124
2011-04-11,472.3124
2011-04-12,472.3124
2011-04-13,472.3124
2011-04-14,472.3124
2011-04-15,472.3124
2011-04-18,472.3124
2011-04-19,425.1054
2011-04-20,382.6252
2011-04-21,381.1708
2011-04-22,381.1708
2011-04-25,354.6282
2011-04-26,351.477
2011-04-27,351.2952
2011-04-28,350.56800000000004
