,name,long_rate,short_rate,trade_rate,settle_rate,close_rate
IF1612.CCFX,IF1612,0.4,0.4,2.3e-05,0.0001,100.0
IF1701.CCFX,IF1701,0.4,0.4,2.3e-05,0.0001,100.0
IF1703.CCFX,IF1703,0.4,0.4,2.3e-05,0.0001,100.0
IF1706.CCFX,IF1706,0.4,0.4,2.3e-05,0.0001,100.0
